,original text,fwd_translated,rev_translated
6707, There are some bad roads outside of the main tourist areas near Melbourne because Australia is a large country.,Hay algunas malas carreteras fuera de las principales zonas turísticas cerca de Melbourne porque Australia es un país grande.,There are some bad roads outside major tourist areas near Melbourne because Australia is a big country.
6708, I completed my final exam within 30 minutes and I will receive my grade later.,Completé mi examen final en 30 minutos y recibiré mi calificación más tarde.,I completed my final exam in 30 minutes and I'll get my grade later.
6709," @TraceCyrus, greetings from the Philippines. The weather is scorching hot, don't you think so? ))","@TraceCyrus, saludos desde las Filipinas. El clima está caliente, ¿no crees?)","@TraceCyrus, greetings from the Philippines. The weather is hot, don't you think?)"
6710," @mlhelix, I am sorry to hear that you are feeling terrible. I hope you feel better soon. Okay?","@mlhelix, siento oír que te sientes terrible. Espero que te sientas mejor pronto. ¿De acuerdo?","@mlhelix, I'm sorry to hear you feel terrible. I hope you feel better soon. Okay?"
6711, Dougie McFly greets Carol and asks for a favor.,Dougie McFly saluda a Carol y le pide un favor.,Dougie McFly says hello to Carol and asks her for a favor.
6712, I feel sick because someone thought it was a good idea to offer a margarita all-you-can-drink special at Chili's.,Me siento mal porque alguien pensó que era una buena idea ofrecer un especial de margarita todo lo que puedes beber en Chili's.,I feel bad because someone thought it was a good idea to offer a margarita special all you can drink at Chili's.
6713, I am feeling extremely fatigued at the moment and am gradually dozing off while sitting at my computer.,Me siento extremadamente fatigado en este momento y gradualmente me estoy durmiendo mientras estoy sentado en mi computadora.,I feel extremely tired right now and I'm gradually falling asleep while I'm sitting on my computer.
6714, Snatching the #kettlebell in the air is a thrilling experience that makes the blood flow and gives a sense of power.,Atracar el #kettlebell en el aire es una experiencia emocionante que hace fluir la sangre y da una sensación de poder.,Stacking #kettlebell in the air is an exciting experience that makes blood flow and gives a sense of power.
6715," ""You're a rebellious person, in a positive way like me. The first tattoo is a bit uneven because I couldn't resist picking the scabs.""","""Eres una persona rebelde, de una manera positiva como yo. El primer tatuaje es un poco irregular porque no pude resistirme a recoger las costras.""","""You're a rebellious person, in a positive way like me. The first tattoo is a little irregular because I couldn't resist picking up the crusts."""
6716," Hey Tom, I really miss you and can't wait for the new album. Just wanted to say that I love you and McFly so much. Please answer me.","Oye Tom, realmente te echo de menos y no puedo esperar por el nuevo álbum. Sólo quería decirte que te quiero tanto a ti y a McFly. Por favor, respóndeme.","Hey Tom, I really miss you and I can't wait for the new album. I just wanted to tell you that I love you and McFly so much."
6717," Billie Joe's hair has a blue tint to it and it's cute. Also, his hair is styled in a baby hair style.","El cabello de Billie Joe tiene un tono azul y es lindo. Además, su cabello tiene un estilo de cabello de bebé.","Billie Joe’s hair has a blue tone and is cute. Besides, her hair has a baby hair style."
6718," I'm in trouble with God. I returned from the ER because the pediatrician believed my child had meningitis, but it turned out to be another virus.","Estoy en problemas con Dios. Regresé de Urgencias porque el pediatra creía que mi hijo tenía meningitis, pero resultó ser otro virus.","I'm in trouble with God. I came back from the ER because the pediatrician believed my son had meningitis, but it turned out to be another virus."
6719," @jodifur and I both can't currently locate the information, but I remember seeing it on the internet earlier. By the way, did you happen to catch any of the nominees during your recent trip to New York City?","@jodifur y yo no podemos localizar la información actualmente, pero recuerdo haberla visto en Internet antes. Por cierto, ¿atrapaste a alguno de los nominados durante tu reciente viaje a la ciudad de Nueva York?","@jodifur and I can't locate the information right now, but I remember seeing it on the Internet before. By the way, did you catch any of the nominees during your recent trip to New York City?"
6720," Currently, I am only able to access my work email as Malcolm has broken my personal computer, leaving me without email access.","Actualmente, sólo puedo acceder a mi correo electrónico de trabajo ya que Malcolm ha roto mi computadora personal, dejándome sin acceso de correo electrónico.","Currently, I can only access my work email as Malcolm has broken my personal computer, leaving me without email access."
6721, I am going to sleep now. Goodnight Twitterverse! XX,Me voy a dormir ahora. ¡Buenas noches Twitterverse! XX,I'm going to sleep now. Good night Twitterverse! XX
6722," It's another pleasant day with sunshine, but it's time to return to school tomorrow.","Es otro día agradable con sol, pero es hora de volver a la escuela mañana.","It's another nice day in the sun, but it's time to go back to school tomorrow."
6723," The prototype is being reviewed, so tonight will be a rigorous session before it is sent off for review.","El prototipo está siendo revisado, así que esta noche será una sesión rigurosa antes de que sea enviado a revisión.","The prototype is being reviewed, so tonight will be a rigorous session before it is sent for review."
6724, Laughing uncontrollably over physics and @sreestar isn't answering her phone.,Riéndose incontrolablemente sobre la física y @sreestar no contesta su teléfono.,Laughing uncontrollably about physics and @sreestar does not answer his phone.
6725, Someone had a fortunate week and the person tweeting is expressing their envy or congratulations.,Alguien tuvo una semana afortunada y la persona que tuitea expresa su envidia o felicitaciones.,Someone had a lucky week and the person who tweets expresses his envy or congratulations.
6726, My best friend ever has purple hair! @thatlass,¡Mi mejor amigo tiene el pelo morado! @thatlass,My best friend has purple hair! @thatlass
6727," @Meli_Dee: I believe I understand the situation, but I am not prepared to confront it. Apologies for my previous actions.","@Meli_Dee: Creo que entiendo la situación, pero no estoy preparado para enfrentarla. Disculpas por mis acciones anteriores.","@Meli_Dee: I think I understand the situation, but I am not prepared to face it. I apologize for my previous actions."
6728, @carolermp have a great day and weekend! The weather will be very warm.,@carolermp tener un gran día y fin de semana! El clima será muy cálido.,@carolermp have a great day and weekend! The weather will be very warm.
6729," @nerdboner, I'll have to travel for 4 hours. He'll be away for the next 3 weeks.","@nerdboner, voy a tener que viajar por 4 horas. Estará fuera por las próximas 3 semanas.","@nerdboner, I'm going to have to travel for 4 hours. It'll be out for the next 3 weeks."
6730, I'm definitely going to dust off my Northface jacket that I thought I wouldn't need anymore.,Definitivamente voy a limpiar mi chaqueta Northface que pensé que no necesitaría más.,I'm definitely gonna clean my Northface jacket that I thought I wouldn't need anymore.
6731, Learned the hard way: never put tape on your face.,Aprendió de la manera difícil: nunca poner cinta en la cara.,He learned the hard way: never put tape on his face.
6732," Lauraajanee is expressing surprise that someone is going to turn 18 soon, while she herself still has to wait another six months.","Lauraajanee está expresando su sorpresa de que alguien vaya a cumplir 18 pronto, mientras que ella misma todavía tiene que esperar otros seis meses.","Lauraajanee is expressing her surprise that someone is going to turn 18 soon, while she herself still has to wait another six months."
6733, I've switched off my TV to listen to the rain outside.,He apagado mi TV para escuchar la lluvia afuera.,I turned off my TV to listen to the rain outside.
6734," I forgot to say good morning earlier, so here it is now: Good morning Twitterville! (with a hint of humor)","Olvidé decir buenos días antes, así que aquí está ahora: ¡Buenos días Twitterville! (con un toque de humor)","I forgot to say good morning before, so here it is now: Good morning Twitterville! (with a touch of humor)"
6735," @MicheleKnight suggests seeking help from experts like @reikifurbabies, @petsaretalking, and @healinggateway if your pet needs additional care beyond what the vet can provide.","@MicheleKnight sugiere buscar ayuda de expertos como @reikifurbabies, @petsaretalking, y @healinggateway si tu mascota necesita cuidado adicional más allá de lo que el veterinario puede proporcionar.","@MicheleKnight suggests seeking help from experts such as @reikifurbabies, @petsaretalking, and @healinggateway if your pet needs extra care beyond what the veterinarian can provide."
6736," I hope they have one more show and don't finish in 10 weeks, so I don't have to go on a road trip. They should come to my place instead.","Espero que tengan un show más y no terminen en 10 semanas, así que no tengo que ir a un viaje por carretera.","I hope you have one more show and don't finish in 10 weeks, so I don't have to go on a road trip."
6737," ""We believe it's some kind of grass. The person has rashes, is bald, and has stinky ankles, legs, and tummy. Antifungal treatment helps, but the problem persists.""","""Creemos que es algún tipo de hierba. La persona tiene sarpullidos, es calva, y tiene tobillos, piernas y panza apestosos. El tratamiento antifúngico ayuda, pero el problema persiste"".","""We think it's some kind of grass. The person has rashes, is bald, and has ankles, legs, and stinky belly. Antifungal treatment helps, but the problem persists."""
6738, Today is a bit dismal. I believe that listening to some Snow Patrol will lift my spirits.,Hoy es un poco triste. Creo que escuchar a alguna Patrulla de Nieve me va a levantar el ánimo.,Today is a little sad. I think listening to some Snow Patrol will cheer me up.
6739, I can't find the audiobooks I want locally without going into either city. Ilkeston is not helpful. I will have to buy them online.,No puedo encontrar los audiolibros que quiero localmente sin entrar en ninguna ciudad. Ilkeston no es de ayuda. Voy a tener que comprarlos en línea.,I can't find the audiobooks I want locally without entering any city. Ilkeston is no help. I'm going to have to buy them online.
6740," Relaxing with a celebrity at Super Bowl. They already bought their shoes, but I haven't bought anything yet.","Relajarse con una celebridad en el Super Bowl. Ellos ya compraron sus zapatos, pero yo no he comprado nada todavía.","Relax with a celebrity at the Super Bowl. They already bought their shoes, but I haven’t bought anything yet."
6741," @tommcfly, it seems like your time in Brazil is coming to an end. It's a sad moment. :O x","@tommcfly, parece que tu tiempo en Brasil está llegando a su fin. Es un momento triste. :O x","@tommcfly, it seems that your time in Brazil is coming to an end. It is a sad moment. :O x"
6742," I'm eagerly looking forward to having some Cajun cuisine next weekend! My definite stops will be Antoons, Mama's Oyster Bar, and The Cove.","Estoy ansioso por tener algo de cocina Cajun el próximo fin de semana! Mis paradas definitivas serán Antoons, Mama's Oyster Bar, y The Cove.","I'm looking forward to having some Cajun cooking next weekend! My final stops will be Antoons, Mama's Oyster Bar, and The Cove."
6743, @howtogeek I can confirm this to be accurate as I lost my directory as well but luckily I was able to retrieve it from a backup.,"@howtogeek Puedo confirmar esto para ser exacto ya que perdí mi directorio también, pero por suerte fui capaz de recuperarlo de una copia de seguridad.","@howtogeek I can confirm this to be exact as I lost my directory as well, but luckily I was able to retrieve it from a backup."
6744," @mandylovee laughed saying that people nowadays don't have a life as ""Joe Jonas"" requested her the other day.","@mandylovee se rió diciendo que la gente hoy en día no tiene una vida como ""Joe Jonas"" le pidió el otro día.","@mandylovee laughed saying that people today do not have a life like ""Joe Jonas"" asked him the other day."
6745, I recently learned that a person who is significant to me is suffering from breast cancer.,Recientemente aprendí que una persona que es significativa para mí está sufriendo de cáncer de mama.,I recently learned that a person who is significant to me is suffering from breast cancer.
6746, I'm extremely tired since I didn't get any sleep due to my son keeping me awake the whole night.,Estoy muy cansado ya que no dormí debido a que mi hijo me mantuvo despierto toda la noche.,I'm very tired since I didn't sleep because my son kept me awake all night.
6747, Shelby is preparing soup for her father who is unwell.,Shelby está preparando sopa para su padre que no está bien.,Shelby's making soup for her father who's not well.
6748," @x_greenmints, no need to fret, you'll do well. I'm also told nonsense, probably just overthinking. I might add a 3oh3 song because it fits with my theme.","@x_greenmints, no hay necesidad de preocuparse, lo harás bien. También me dicen tonterías, probablemente sólo exagerando. Podría añadir una canción 3oh3 porque encaja con mi tema.","@x_greenmints, no need to worry, you will do well. They also tell me nonsense, probably just exaggerating. I could add a 3oh3 song because it fits my theme."
6749," @DanaBrunetti, thanks for introducing pizza to our discussion. We finally decided to have Magpies pizza, which was a real treat. Have a good Saturday night.","@DanaBrunetti, gracias por introducir la pizza en nuestra discusión. Finalmente decidimos comer pizza de Magpies, que fue un verdadero placer. Que tengas un buen sábado por la noche.","@DanaBrunetti, thank you for introducing pizza into our discussion. Finally we decided to eat Magpies pizza, which was a real pleasure. Have a good Saturday night."
6750, @kpeneyra thinks it looks great but believes that he should let someone go to Vegas first.,"@kpeneyra piensa que se ve muy bien, pero cree que debería dejar que alguien vaya a Las Vegas primero.","@kpeneyra thinks it looks great, but thinks I should let someone go to Vegas first."
6751," @bb_nation, obtaining a trial version of gravity and testing it for a full day is a simple task.","@bb_nation, obtener una versión de prueba de la gravedad y probarlo para un día completo es una tarea sencilla.","@bb_nation, getting a gravity test version and testing it for a full day is a simple task."
6752," @justamoochin, the ads are required to prepare the stage for the next two performances.","@justamoochin, los anuncios son necesarios para preparar el escenario para las próximas dos actuaciones.","@justamoochin, announcements are necessary to prepare the stage for the next two performances."
6753, I just found out I need to find work experience for October. It's not fun at all. Anyone have suggestions?,Acabo de enterarme de que necesito encontrar experiencia laboral para octubre.,I just found out I need to find work experience by October.
6754," Before I go to sleep, I must share this last tweet... The boldness of this mouse is something to be praised! Goodnight everyone!","Antes de irme a dormir, debo compartir este último tweet... ¡La audacia de este ratón es algo que hay que elogiar! ¡Buenas noches a todos!","Before I go to sleep, I must share this last tweet... The audacity of this mouse is something to be praised! Good night, everyone!"
6755," @AspenSpin, we might not have met, but I'm happy that you're enjoying my tweets! I was cheering for Michigan State, and I was rooting for you when you were playing against UNC.","@AspenSpin, puede que no nos hayamos conocido, ¡pero estoy feliz de que estés disfrutando de mis tweets! Estaba animando al estado de Michigan, y te estaba apoyando cuando estabas jugando contra UNC.","@AspenSpin, we may not have met, but I'm glad you're enjoying my tweets! I was cheering on the state of Michigan, and I was supporting you when you were playing UNC."
6756," ""I've seen that movie and can relate to the feeling of missing a true friend. It's a sad moment.""","""He visto esa película y puedo relacionarme con la sensación de perder a un verdadero amigo. Es un momento triste"".","""I've seen that movie and I can relate to the feeling of losing a true friend. It's a sad moment."""
6757, Excited for NeYo and Michael Jackson to perform in Europe during summer.,Emocionado por NeYo y Michael Jackson para actuar en Europa durante el verano.,Excited by NeYo and Michael Jackson to perform in Europe during the summer.
6758, Good night everyone. I hope you have a fantastic weekend and I'll see you on Monday!,Buenas noches a todos. ¡Espero que tengan un fin de semana fantástico y los veré el lunes!,"Good night, everyone. I hope you have a fantastic weekend and I'll see you Monday!"
6759," Jogging is not very enjoyable, especially when you have a high fever.","El trotar no es muy agradable, especialmente cuando tienes fiebre alta.","Jogging is not very pleasant, especially when you have a high fever."
6760," The price of fame involves sacrificing certain things, but being known by everyone can be celebrated.","El precio de la fama implica sacrificar ciertas cosas, pero ser conocido por todos puede ser celebrado.","The price of fame involves sacrificing certain things, but being known by all can be celebrated."
6761," I'm sure he will! All right, love, I'm going to bed. It was great talking to you. Good night.","Muy bien, cariño, me voy a la cama, fue genial hablar contigo, buenas noches.","All right, honey, I'm going to bed, it was great talking to you, good night."
6762, @LynetteCurtis is acknowledged as a good worker. The suggestion is to stop playing and focus on real work. The recipient will be missed and the sender says goodbye.,@LynetteCurtis es reconocido como un buen trabajador. La sugerencia es dejar de jugar y centrarse en el trabajo real. El destinatario se perderá y el remitente dice adiós.,@LynetteCurtis is recognized as a good worker. The suggestion is to stop playing and focus on real work. The recipient will be lost and the sender says goodbye.
6763," @m_dot_reilly, don't hesitate. Even though it doesn't matter (laugh out loud), in my opinion, well-defined abs are the most attractive feature in a man.","@m_dot_reilly, no lo dudes. Aunque no importa (risas en voz alta), en mi opinión, los abdominales bien definidos son la característica más atractiva de un hombre.","@m_dot_reilly, don't hesitate. Although it doesn't matter (laughter aloud), in my opinion, well-defined abs are the most attractive feature of a man."
6764," ""I adore Brokeback Mountain, Heath Ledger is excellent. #favmoviequote: 'Ain't nobody's business but ours.'""","""Me encanta Brokeback Mountain, Heath Ledger es excelente. #favmoviequote: 'No es asunto de nadie más que nuestro.'""","""I love Brokeback Mountain, Heath Ledger is excellent. #favmoviequote: 'It's nobody's business but ours.'"""
6765, Believes that Glasvegas currently holds the title of the best band.,Cree que Glasvegas actualmente tiene el título de la mejor banda.,He believes that Glasvegas currently holds the title of the best band.
6766," @paulinahearts, I don't understand what you're saying haha. By the way, you didn't call me back last night, which hurt me a lot. But don't worry, it's funny now.","@paulinahearts, no entiendo lo que estás diciendo jaja. Por cierto, no me llamaste anoche, lo que me dolió mucho. Pero no te preocupes, ahora es gracioso.","@paulinhearts, I don't understand what you're saying haha. By the way, you didn't call me last night, which hurt so much. But don't worry, now it's funny."
6767," I learned how to play ""Viva la Vida"" by Coldplay by myself and it's an amazing song.","Aprendí a tocar ""Viva la Vida"" de Coldplay por mí mismo y es una canción increíble.","I learned to play Coldplay's ""Viva la Vida"" by myself and it's an amazing song."
6768," Women with short hair like Halle Berry often criticize me. As a result, when I try to change my hair color, it takes me 6-7 hours to complete the process.","Las mujeres con el pelo corto como Halle Berry a menudo me critican. Como resultado, cuando intento cambiar mi color de pelo, me toma 6-7 horas para completar el proceso.","Women with short hair like Halle Berry often criticize me. As a result, when I try to change my hair color, it takes me 6-7 hours to complete the process."
6769," Good night, Twitter world. I'm going to go to bed even though I'm feeling really sick.","Buenas noches, mundo de Twitter. Me voy a la cama a pesar de que me siento muy enfermo.","Good night, Twitter world. I go to bed even though I feel very sick."
6770," ""They didn't enjoy it and because they left, I couldn't attend the after party which made me very disappointed!!!""","""No lo disfrutaron y porque se fueron, no pude asistir a la fiesta de después que me hizo muy decepcionado!!!""","""They didn't enjoy it and because they left, I couldn't attend the after party that made me very disappointed!!!"""
6771," Tomorrow, there will be a Pow wow at the L.A. State Historical Park from 10am to 6pm. You're invited to come through! I'll be there with my family.","Mañana, habrá un Pow wow en el Parque Histórico Estatal de Los Ángeles de 10am a 6pm. Usted está invitado a venir a través! Estaré allí con mi familia.","Tomorrow, there will be a Pow wow in Los Angeles State Historic Park from 10am to 6pm. You are invited to come through! I will be there with my family."
6772," ""Me too! More! Has he returned to town yet? Are there any signs of the broken moving truck?""","¡Yo también! ¡Más! ¿Ya ha vuelto a la ciudad? ¿Hay alguna señal del camión que se ha roto?""","Is he back in town yet? Is there any sign of the truck that's broken?"""
6773, Hoping that Berni won't get angry with her.,Esperando que Berni no se enfade con ella.,Hoping Berni won't get mad at her.
6774, My phone's Safari is no longer working and I don't know how to pass the time at work without it.,El Safari de mi teléfono ya no funciona y no sé cómo pasar el tiempo en el trabajo sin él.,My phone's Safari is no longer working and I don't know how to spend time at work without it.
6775," No one in my social circle watches it, but I'm a big fan! Missed it tonight because I was studying. *gives high-five*","Nadie en mi círculo social lo ve, ¡pero soy un gran fan! Me lo perdí esta noche porque estaba estudiando.","Nobody in my social circle sees it, but I'm a big fan! I missed it tonight because I was studying."
6776," I have a team to support instead of just cheering against the Lakers, although it would have been better if I could cheer for the Cavaliers.","Tengo un equipo que apoyar en lugar de simplemente animar contra los Lakers, aunque habría sido mejor si pudiera animar a los Cavaliers.","I have a team to support instead of simply cheering up against the Lakers, although it would have been better if I could cheer up the Cavaliers."
6777," I have a whole week off from school, woohoo!","Tengo toda una semana libre de la escuela, woohoo!","I got a whole week off from school, woohoo!"
6778," @ajtwitz, you're welcome. It's a cherry limeade. I'm leaving now. Bye, Twitter.","@ajtwitz, de nada. Es una limada de cereza. Me voy ahora. Adiós, Twitter.","@ajtwitz, you're welcome. It's a cherry lime. I'm leaving now. Bye, Twitter."
6779," @never_jen_land, you're still attending the meeting. Good luck with that and I'm not confident about my own success. Bloody hell! (I find it amusing XD)","@never_jen_land, todavía estás asistiendo a la reunión. Buena suerte con eso y no estoy seguro de mi propio éxito. ¡Maldita sea! (Me parece divertido XD)","@never_jen_land, you're still attending the meeting. Good luck with that and I'm not sure of my own success. Damn it! (I find XD fun)"
6780," You don't need to worry if you don't have Chrome. According to the tweet, FireFox is better.","Usted no tiene que preocuparse si no tiene Chrome. De acuerdo con el tweet, FireFox es mejor.","You don’t have to worry if you don’t have Chrome. According to tweet, FireFox is better."
6781," Good morning everyone, the weather in Manchester is not very sunny today. Today is my last NCCF and it will be unusual not to come to Manchester every other Wednesday anymore.","Buenos días a todos, el tiempo en Manchester no es muy soleado hoy. Hoy es mi último NCCF y será inusual no venir a Manchester cada miércoles por otro.","Good morning everyone, the weather in Manchester is not very sunny today. Today is my last NCF and it will be unusual not to come to Manchester every Wednesday for another."
6782," The live performance at Beacon by Dave J Matthews was amazing! Thank you for letting us experience it and the Groogrux taste, it was delicious! Songs like Cornbread, Lucky, Sister, #41, 2 Step, and OMG were all awesome.","La actuación en vivo en Beacon por Dave J Matthews fue increíble! Gracias por dejarnos experimentarlo y el sabor Groogrux, fue delicioso! Canciones como Cornbread, Lucky, Sister, #41, 2 Step, y OMG fueron todos impresionantes.","The live performance at Beacon by Dave J Matthews was amazing! Thanks for letting us experience it and the Groogrux flavor, was delicious! Songs like Cornbread, Lucky, Sister, #41, 2 Step, and GMOs were all awesome."
6783," Sofiesunshine, that sounds awesome! I'm excited about it. However, I hope Ness is doing okay. Bless her.","¡Sofiesunshine, eso suena increíble! Estoy emocionado por ello. Sin embargo, espero que Ness esté bien. Bendícela.","Sofiesunshine, that sounds amazing! I’m excited about it. However, I hope Ness is okay. Bless her."
6784, @dramadupree I recall Loretta's. Those were the good old times.,@dramadupree Recuerdo de Loretta. Esos eran los buenos tiempos.,@dramadupree Loretta's memory. Those were the good times.
6785," It's very cold outside that you can see your breath and it looks like smoking. We'll be leaving soon, though. How are you doing?","Hace mucho frío afuera que puedes ver tu aliento y parece que estás fumando, pero pronto nos iremos. ¿Cómo estás?","It's so cold outside that you can see your breath and it looks like you're smoking, but we'll be leaving soon. How are you?"
6786," Have fun, but don't expect it to be as good as Drag Me To Hell.","Diviértete, pero no esperes que sea tan bueno como arrastrarme al infierno.","Have fun, but don't expect it to be as good as dragging me into hell."
6787," @JonathanRKnight, ready for some fun with So Cal girls in Irvine/Vegas? We'll show you how to party! SHAM WOW!","@JonathanRKnight, ¿listo para divertirte con las chicas de So Cal en Irvine/Vegas? ¡Te mostraremos cómo divertirte! ¡SHAM WOW!","@JonathanRKnight, ready to have fun with So Cal girls in Irvine/Vegas? We will show you how to have fun! SHAM WOW!"
6788," Greetings! Due to issues with our office IP address, I'll be working remotely today.","Debido a problemas con la dirección IP de nuestra oficina, estaré trabajando remotamente hoy.","Due to problems with the IP address of our office, I will be working remotely today."
6789, I'm feeling tired. The breakfast I had was very delicious; it included hash-browns served with an omelet and a glass of fresh cherry juice.,Me siento cansado. El desayuno que tomé era muy delicioso; incluía hash-marrones servidos con una tortilla y un vaso de jugo de cereza fresca.,I feel tired. The breakfast I had was very delicious; it included hash-browns served with an tortilla and a glass of fresh cherry juice.
6790," Charging this woman with aggravated wasting of police time is necessary due to her disgraceful behavior; Clifford, on the other hand, was given a caution.","Cargar a esta mujer con una pérdida agravada de tiempo policial es necesario debido a su comportamiento vergonzoso; Clifford, por otro lado, se le dio una advertencia.","Carrying this woman with an aggravated waste of police time is necessary because of her shameful behavior; Clifford, on the other hand, was given a warning."
6791," @sarapeedoo: Okay, I hope you feel better later. Sending hugs. I'm really missing someone right now and want them next to me. Going to bed now. Good night!","@sarapeedoo: Vale, espero que te sientas mejor más tarde. Enviando abrazos. Realmente estoy echando de menos a alguien ahora mismo y quiero que esté a mi lado.","@sarapeedoo: Okay, I hope you feel better later. Sending hugs. I’m really missing someone right now and I want them to be by my side."
6792, Heading to the hospital in the morning and then traveling to London afterwards.,Se dirige al hospital por la mañana y luego viaja a Londres después.,He goes to the hospital in the morning and then travels to London afterwards.
6793," ""I'm leaving now, see you tomorrow! Love you, my Twitter BFF. Yay!""","""Me voy ahora, nos vemos mañana, te quiero, mi twitter BFF. ¡Sí!""","""I'm leaving now, I'll see you tomorrow, I love you, my BFF twitter. Yes!"""
6794, I just watched Ghost hunting with McFly once more and realized how silly I am. These mind tricks are driving me crazy.,Acabo de ver a Ghost cazando con McFly una vez más y me di cuenta de lo tonto que soy.,I just saw Ghost hunting McFly one more time and I realized how dumb I am.
6795, Only 10 days left... I enjoy chatting with Frankie J in the morning. Spending time with my best friend is always a blast. Today is just great!,Sólo quedan 10 días... Disfruto charlando con Frankie J por la mañana. Pasar tiempo con mi mejor amigo es siempre una maravilla. ¡Hoy es simplemente genial!,There are only 10 days left... I enjoy chatting with Frankie J in the morning. Spending time with my best friend is always a wonder. Today is just great!
6796, Heading to Birmingham to visit my mother and check in on my sister's new job. I'll also do some shopping while I'm there.,Me dirijo a Birmingham para visitar a mi madre y comprobar el nuevo trabajo de mi hermana. También voy a hacer algunas compras mientras estoy allí.,I'm heading to Birmingham to visit my mother and check on my sister's new job. I'm also going to do some shopping while I'm there.
6797, I strongly despise my mother's boyfriend due to his unpleasant behavior.,Desprecio fuertemente al novio de mi madre debido a su comportamiento desagradable.,I strongly despise my mother's boyfriend because of his unpleasant behavior.
6798, @trswift is excited and surprised with the news that they are expecting a boy when they return.,@trswift está emocionado y sorprendido con la noticia de que están esperando a un niño cuando regresen.,@trswift is excited and surprised by the news that they are waiting for a child when they return.
6799," @karlaabila, wishing you a very happy birthday and hoping that all your dreams come true!","@karlaabila, deseándote un cumpleaños muy feliz y esperando que todos tus sueños se hagan realidad!","@karlaabila, wishing you a very happy birthday and hoping that all your dreams will come true!"
6800," Currently enjoying some classic Fall Out Boy during these times. It's easy to forget how fantastic their music is. Feeling a bit overwhelmed by revision, so this is a nice way to unwind.","Actualmente disfrutando de algunos clásicos Fall Out Boy durante estos tiempos. Es fácil olvidar lo fantástica que es su música. Sentirse un poco abrumado por la revisión, por lo que esta es una buena manera de relajarse.","Currently enjoying some classic Fall Out Boy during these times. It is easy to forget how fantastic your music is. Feeling a little overwhelmed by the review, so this is a good way to relax."
6801," I received my Stimulus Check and plan on shopping at Ragstock, Marshall's, The House (Snowboards), and Uprise (Chicago Skateshop) tomorrow.","Recibí mi Stimulus Check y planeo ir de compras a Ragstock, Marshall's, The House (Snowboards) y Uprise (Chicago Skateshop) mañana.","I received my Stimulus Check and plan to go shopping in Ragstock, Marshall's, The House (Snowboards) and Uprise (Chicago Skateshop) tomorrow."
6802, Achieve 100 daily followers through tweeterfollow.com by adding everyone or choosing the VIP option.,Lograr 100 seguidores diarios a través de tweeterfollow.com añadiendo a todos o eligiendo la opción VIP.,Achieve 100 followers per day via tweetfollow.com by adding everyone or choosing the VIP option.
6803, @shevvy09 and I are in a similar situation. It's inconvenient timing with regards to holiday documentation. We need to determine exactly what's required and complete it.,@shevvy09 y yo estamos en una situación similar. Es un momento incómodo con respecto a la documentación de vacaciones. Tenemos que determinar exactamente lo que se requiere y completarlo.,@shevvy09 and I are in a similar situation. It’s an awkward time regarding holiday documentation. We need to determine exactly what is required and complete it.
6804, @NatFace confirmed that the track is included in the compilation and features Kenny Rogers.,@NatFace confirmó que la pista está incluida en la compilación y cuenta con Kenny Rogers.,@NatFace confirmed that the track is included in the compilation and features Kenny Rogers.
6805," @wolfdesigns @butchhauke, let's respectfully disagree about the roles in ""Network""; I found them to be excellent depictions.","@wolfdesigns @butchhauke, discrepemos respetuosamente sobre los papeles en ""Network""; me pareció que eran excelentes representaciones.","@wolfdesigns @butchhauke, let's respectfully disagree on the roles in ""Network""; I thought they were excellent performances."
6806," @dalegoodridge believes that his/her current situation is primarily due to the loss of a close friend, but also acknowledges that the winter season and staying indoors are not contributing positively.","@dalegoodridge cree que su situación actual se debe principalmente a la pérdida de un amigo cercano, pero también reconoce que la temporada de invierno y permanecer en el interior no están contribuyendo positivamente.","@dalegoodridge believes that its current situation is mainly due to the loss of a close friend, but also recognizes that the winter season and staying indoors are not contributing positively."
6807," I am laughing out loud! That is great! I am currently eating leftover food and relaxing, getting ready to watch a movie. Thank you for the good time today!","Me estoy riendo en voz alta! Eso es genial! Actualmente estoy comiendo comida sobrante y relajante, preparándome para ver una película. Gracias por el buen rato de hoy!","I’m laughing out loud! That’s great! I’m currently eating leftover and relaxing food, getting ready to watch a movie. Thank you for the good time today!"
6808," I didn't tweet for 22 hours and had a productive day filled with work, a show, and a visit to IHOP. I wanted to give Tony a big hug because he's feeling sad.","No tuiteé durante 22 horas y tuve un día productivo lleno de trabajo, un espectáculo y una visita a IHOP. Quería darle a Tony un gran abrazo porque se siente triste.","I didn't tweet for 22 hours and had a productive day full of work, a show and a visit to IHOP. I wanted to give Tony a big hug because he feels sad."
6809, I'm currently creating a birthday card for my brother and finding it difficult to make one that is suitable for a boy.,Actualmente estoy creando una tarjeta de cumpleaños para mi hermano y me resulta difícil hacer una que sea adecuada para un niño.,I am currently creating a birthday card for my brother and I find it difficult to make one that is suitable for a child.
6810," ""@hannahvictorius that's a great suggestion, but I don't believe I have a solution. Regardless, I'll put forth my best effort to find one. Thank you for the recommendation.""","""@hannahvictorius es una gran sugerencia, pero no creo que tenga una solución. A pesar de todo, voy a poner mi mejor esfuerzo para encontrar una. Gracias por la recomendación.""","""@hannahvictorius is a great suggestion, but I don't think I have a solution. However, I will put my best effort to find one. Thank you for the recommendation."""
